# Time,Input_meas,Output_meas,Input_sigma,Output_sigma
6.1e-05,1.0027279133916445,0.09577463282275674,0.01,0.005488373325580672
6.2e-05,0.9901781187505903,0.10087596900973698,0.01,0.0054959686566823885
6.3e-05,0.9889262695283481,0.10301597583148932,0.01,0.005503551201031407
6.4e-05,1.0019958453284707,0.10025064189108589,0.01,0.005511120980154251
6.5e-05,0.995332503831202,0.09871445001648178,0.01,0.005518678015541196
6.599999999999999e-05,1.0023550561173022,0.10549942063724987,0.01,0.005526222328646346
6.7e-05,1.0075951952247837,0.11831868797228987,0.01,0.005533753940887682
6.8e-05,0.9835121263364905,0.10584831668152439,0.01,0.00554127287364713
6.9e-05,1.0025438811651761,0.11336155023147211,0.01,0.00554877914827062
7e-05,1.0122464696753573,0.11345625395168431,0.01,0.005556272786068144
7.099999999999999e-05,0.9970247315562952,0.10688861196515265,0.01,0.005563753808313821
7.2e-05,0.9918918541676243,0.1132811854214924,0.01,0.005571222236245952
7.3e-05,1.007522438271796,0.11646319467763641,0.01,0.005578678091067087
7.4e-05,1.0025344651620813,0.12637993207281847,0.01,0.005586121393944078
7.5e-05,1.0089588307077757,0.12019296802273029,0.01,0.0055935521660081455
7.599999999999999e-05,0.9965478428994872,0.12154626205237755,0.01,0.005600970428354933
7.7e-05,0.9851818172627779,0.12331241160785239,0.01,0.005608376202044571
7.8e-05,0.9988998923528875,0.1262706795461775,0.01,0.005615769508101736
7.9e-05,0.9955417184698877,0.1276400614549295,0.01,0.005623150367515706
7.999999999999999e-05,1.0077532382204757,0.12238672674221744,0.01,0.005630518801240427
8.099999999999999e-05,1.0019363284837715,0.12119133292340027,0.01,0.005637874830194567
8.2e-05,0.983691507675649,0.12933201859887805,0.01,0.00564521847526158
8.3e-05,0.988048369198968,0.1341125153088467,0.01,0.0056525497572897584
8.4e-05,1.0088378903658726,0.1302155867418168,0.01,0.005659868697092301
8.499999999999999e-05,1.0067976501741784,0.13291165726800735,0.01,0.005667175315447364
8.599999999999999e-05,0.9935975663409151,0.13472737210908461,0.01,0.005674469633098127
8.7e-05,0.9999895120343272,0.13667356631368532,0.01,0.0056817516707528435
8.8e-05,1.004455735537762,0.14776101147819115,0.01,0.005689021449084909
8.9e-05,1.0046840433584727,0.13978725783590074,0.01,0.005696278988732914
8.999999999999999e-05,1.0087624219611435,0.1539152666035507,0.01,0.005703524310300704
9.099999999999999e-05,1.0025648562722156,0.14971565830900738,0.01,0.005710757434357437
9.2e-05,0.999051716610315,0.136210576438774,0.01,0.005717978381437643
9.3e-05,0.9974115193521216,0.14142463061320656,0.01,0.005725187172041284
9.4e-05,1.0105574280053324,0.1441979842580399,0.01,0.005732383826633806
9.499999999999999e-05,0.9774914572492146,0.14797619690387798,0.01,0.005739568365646207
9.6e-05,0.9986134467490866,0.14497251774351624,0.01,0.005746740809475085
9.7e-05,1.0003300010398406,0.151624171274404,0.01,0.005753901178482703
9.8e-05,0.9857465103912981,0.15363362879142115,0.01,0.0057610494929970415
9.9e-05,1.0033281361313804,0.14621134719570653,0.01,0.005768185773311862
9.999999999999999e-05,0.9934871898755661,0.15815254238188578,0.01,0.005775310039686758
0.000101,1.0086244479631574,0.15512455937402422,0.01,0.005782422312347217
0.000102,0.9987440791596567,0.1529550356089289,0.01,0.00578952261148468
0.000103,1.0066915324078944,0.1626699194736473,0.01,0.0057966109572565915
0.000104,1.0121884360517122,0.15405041374819364,0.01,0.005803687369786462
0.00010499999999999999,1.0038292958271346,0.17271223544735326,0.01,0.005810751869163926
0.000106,0.9912427885657715,0.16154327218376677,0.01,0.005817804475444795
0.000107,0.9848568136829536,0.16921585028842806,0.01,0.005824845208651117
0.000108,1.0175338411751638,0.1765852563104306,0.01,0.0058318740887712325
0.00010899999999999999,0.9988870780681248,0.16114737706527218,0.01,0.005838891135759833
0.00010999999999999999,0.9931143505236568,0.16739557792356743,0.01,0.0058458963695380145
0.000111,1.0014425708806083,0.17275625409607076,0.01,0.005852889809993338
0.000112,0.9980858866951735,0.17282482395535217,0.01,0.005859871476979881
0.000113,1.0085214226421269,0.18418089754862063,0.01,0.005866841390318299
0.00011399999999999999,1.000339281824371,0.17495778730734182,0.01,0.005873799569795878
0.00011499999999999999,1.0001374958361842,0.1776460304913562,0.01,0.005880746035166591
0.000116,0.9928542027896704,0.17496237370405215,0.01,0.005887680806151159
0.000117,1.004695680987475,0.18320077564944748,0.01,0.0058946039024371
0.000118,0.9896613327764502,0.1734077593088344,0.01,0.005901515343678788
0.00011899999999999999,1.0066588943976398,0.18629432260236062,0.01,0.005908415149497511
0.00011999999999999999,1.0152393751299014,0.18424344035181708,0.01,0.005915303339481521
0.000121,0.9847531396190085,0.1768185771782671,0.01,0.005922179933186098
0.000122,0.9753377076864869,0.18347230891986574,0.01,0.0059290449501335964
0.00012299999999999998,1.0061687875515433,0.18855382377657048,0.01,0.005935898409813506
0.000124,1.0254789781548312,0.19003307176377565,0.01,0.005942740331682506
0.000125,0.989990751511281,0.18279912675108806,0.01,0.0059495707351645225
0.000126,0.9874930424119801,0.17729764972827372,0.01,0.005956389639650777
0.000127,1.0058896893378046,0.18381770271467013,0.01,0.00596319706449985
0.000128,0.9915927840994169,0.2024430637431963,0.01,0.005969993029037729
0.000129,0.9949397451606327,0.19201225782817682,0.01,0.0059767775525578675
0.00013,0.9965188253331623,0.1843134574534708,0.01,0.0059835506543212385
0.00013099999999999999,1.005320020862918,0.2017384330003017,0.01,0.0059903123535563875
0.00013199999999999998,0.9959469763860688,0.19818956683485292,0.01,0.005997062669459491
0.000133,1.0027788284008017,0.20707295223968983,0.01,0.006003801621194408
0.000134,0.9982346674110643,0.20095544281269212,0.01,0.006010529227892733
0.000135,0.9915532889634839,0.20013442689577485,0.01,0.006017245508653857
0.000136,0.9968017374225678,0.20831093156729477,0.01,0.006023950482545012
0.000137,0.9904960033483208,0.20599410557494607,0.01,0.006030644168601333
0.000138,1.0000651498586974,0.1951396980385755,0.01,0.00603732658582591
0.000139,0.9887613377243436,0.21834908702970654,0.01,0.006043997753189839
0.00014,0.9890710563070476,0.20955700298512447,0.01,0.006050657689632281
0.00014099999999999998,1.0145696181530526,0.22157194124642435,0.01,0.006057306414060509
0.00014199999999999998,0.9994681577969465,0.20736617504110028,0.01,0.00606394394534997
0.000143,0.9994609797452796,0.21997382885726946,0.01,0.00607057030234433
0.000144,1.0051153641991761,0.22050257848608776,0.01,0.006077185503855534
0.000145,0.9957914299745113,0.20737154513847325,0.01,0.006083789568663858
0.000146,0.9977146463252184,0.22279293974005687,0.01,0.00609038251551796
0.000147,1.004251487353319,0.22092096468208183,0.01,0.006096964363134933
0.000148,1.002824158422444,0.2077622779375154,0.01,0.006103535130200362
0.000149,0.9884070327306756,0.22381523885632976,0.01,0.006110094835368375
0.00015,1.0083334259666967,0.23033241127488696,0.01,0.006116643497261694
0.00015099999999999998,0.9940956505671096,0.22415550006670965,0.01,0.006123181134471691
0.00015199999999999998,0.9894392104968581,0.22185744824678233,0.01,0.006129707765558439
0.000153,0.9909952493000095,0.23498199950824752,0.01,0.006136223409050765
0.000154,0.9960945465564468,0.23208859935042253,0.01,0.006142728083446302
0.000155,1.0162730025462308,0.2385793563050799,0.01,0.006149221807211544
0.000156,0.9882446409507922,0.23504421646018991,0.01,0.006155704598781894
0.000157,1.0016007589253435,0.2343194521622726,0.01,0.006162176476561723
0.000158,0.9786217564190942,0.23143535403641208,0.01,0.0061686374589244135
0.000159,0.9999843306685481,0.23208387737251646,0.01,0.006175087564212419
0.00015999999999999999,1.0089956641747602,0.2367259018003668,0.01,0.006181526810737315
0.00016099999999999998,0.9976333667793854,0.25236356880553307,0.01,0.006187955216779844
0.00016199999999999998,0.9937064507611666,0.2387616095459142,0.01,0.006194372800589979
0.000163,1.0023151106405854,0.24457683828638832,0.01,0.006200779580386966
0.000164,1.0070015175115066,0.23589569263956764,0.01,0.006207175574359378
0.000165,1.006636575710174,0.2418607076206077,0.01,0.00621356080066517
0.000166,1.019724738539298,0.2463589008939266,0.01,0.006219935277431727
0.000167,1.0020916747233628,0.2372123049744362,0.01,0.006226299022755916
0.000168,0.9940758990024706,0.2432714242190389,0.01,0.006232652054704138
0.000169,0.9987402081001335,0.2536065196505656,0.01,0.00623899439131238
0.00016999999999999999,0.9992750145438019,0.2637328516946982,0.01,0.006245326050586265
0.00017099999999999998,1.0010873738347812,0.25459444966284595,0.01,0.006251647050501103
0.00017199999999999998,0.9996997218677056,0.25025908956941034,0.01,0.006257957409001943
0.000173,1.001739659388962,0.25538383480340576,0.01,0.006264257144003623
0.000174,0.9832914993938489,0.2445280670956747,0.01,0.006270546273390822
0.000175,1.0082962895604004,0.2513698269129997,0.01,0.006276824815018111
0.000176,0.9942526073107897,0.24974291913074323,0.01,0.006283092786709999
0.000177,0.9882684130355297,0.25755627402361214,0.01,0.006289350206260992
0.000178,1.0063775115964144,0.2609486142619294,0.01,0.006295597091435637
0.000179,1.0131732600738608,0.2576665927634012,0.01,0.006301833459968573
0.00017999999999999998,1.0049302814949945,0.2572700375949766,0.01,0.006308059329564586
0.00018099999999999998,1.0016115931384553,0.27457851656972887,0.01,0.006314274717898652
0.00018199999999999998,0.9906777969462804,0.27492967070221036,0.01,0.006320479642615995
0.000183,1.028715673378135,0.26678261786203855,0.01,0.006326674121332129
0.000184,1.008802586206615,0.26380813107168594,0.01,0.0063328581716329164
0.000185,0.9886070532965703,0.2776578505591435,0.01,0.006339031811074612
0.000186,0.9922036208376026,0.2790834532837815,0.01,0.0063451950571839135
0.000187,1.000869792485719,0.2675522969458221,0.01,0.006351347927458015
0.000188,0.9844526886800401,0.27082707372845,0.01,0.006357490439364651
0.00018899999999999999,1.0016863040701052,0.26502172551213393,0.01,0.006363622610342152
0.00018999999999999998,0.9954092844428724,0.26123919874297796,0.01,0.006369744457799488
0.00019099999999999998,1.0122627060031621,0.2708555262225584,0.01,0.006375855999116324
0.000192,1.0096215466362826,0.2825047177045926,0.01,0.006381957251643064
0.000193,0.9728871456256523,0.2675816297821033,0.01,0.006388048232700904
0.000194,1.0004170258602731,0.2814597906403997,0.01,0.006394128959581879
0.000195,0.9838253250047632,0.2812561169616393,0.01,0.0064001994495489125
0.000196,1.0110963799924853,0.27162710124195644,0.01,0.006406259719835867
0.000197,1.0016810586912783,0.2824171257115424,0.01,0.006412309787647591
0.000198,1.00548405452187,0.2842246550884209,0.01,0.0064183496701599695
0.00019899999999999999,0.989348752711967,0.2857378181584152,0.01,0.006424379384519969
0.00019999999999999998,1.018284302379955,0.28393130024949886,0.01,0.006430398947845693
0.00020099999999999998,1.0202007336715044,0.28664070674934594,0.01,0.006436408377226424
0.000202,0.9893522895737379,0.28356024280690006,0.01,0.0064424076897226755
0.000203,1.003728151218663,0.28599136534954944,0.01,0.00644839690236624
0.000204,0.9932669757160981,0.28807549882975453,0.01,0.006454376032160236
0.000205,0.9997643006313927,0.2888549197166626,0.01,0.006460345096079158
0.000206,0.9873436302077544,0.29165689470996276,0.01,0.006466304111068924
0.000207,1.0186714551458063,0.2953799643408965,0.01,0.006472253094046922
0.000208,0.9903082048891734,0.30176027080621487,0.01,0.006478192061902062
0.00020899999999999998,0.9970391618500251,0.2908049271253262,0.01,0.006484121031494819
0.00020999999999999998,1.0050148293111052,0.2977968652794777,0.01,0.006490040019657285
0.00021099999999999998,0.9935243932158387,0.3078040503978802,0.01,0.006495949043193216
0.000212,0.997606875702677,0.3110456896548554,0.01,0.006501848118878076
0.000213,0.9943636015357303,0.30224132311280527,0.01,0.006507737263459089
0.000214,0.9986653924516371,0.3040670156479902,0.01,0.006513616493655286
0.000215,0.988294573648997,0.3139132144776664,0.01,0.00651948582615755
0.000216,0.995620119243977,0.29817056986130824,0.01,0.006525345277628665
0.000217,0.9979310707528776,0.30641249187062025,0.01,0.006531194864703364
0.00021799999999999999,0.9966627399619586,0.3074364692488836,0.01,0.006537034603988375
0.00021899999999999998,1.0005668995489378,0.3065651741098036,0.01,0.006542864512062469
0.00021999999999999998,0.9970689778064328,0.323814037302018,0.01,0.006548684605476505
0.00022099999999999998,1.0075321140843938,0.3152501929337542,0.01,0.00655449490075348
0.000222,0.9967680407421416,0.3075980799831185,0.01,0.006560295414388575
0.000223,0.9986335040370412,0.30946566299866834,0.01,0.0065660861628492
0.000224,0.9933521866400414,0.3274897110655724,0.01,0.006571867162575043
0.000225,0.9947348515988477,0.3195794668452658,0.01,0.006577638429978115
0.000226,0.9873550720918028,0.31523971509822557,0.01,0.006583399981442799
0.000227,1.0051878492087796,0.31918731058666683,0.01,0.0065891518333258915
0.00022799999999999999,0.9885748198234751,0.3196954799176402,0.01,0.006594894001956656
0.00022899999999999998,0.9925414360181167,0.3186906135543594,0.01,0.006600626503636863
0.00022999999999999998,1.003592446520112,0.32032339802329013,0.01,0.006606349354640842
0.00023099999999999998,1.0040257336594454,0.32530039956193935,0.01,0.00661206257121552
0.000232,0.9959988524899492,0.32554176238088045,0.01,0.006617766169580477
0.000233,0.979807341895112,0.32232960820431794,0.01,0.006623460165927985
0.000234,1.0042051328729558,0.3295690977466568,0.01,0.006629144576423056
0.000235,1.0025956345889206,0.3336794991802284,0.01,0.006634819417203488
0.000236,0.9858761878452822,0.33164547704132263,0.01,0.006640484704379913
0.000237,1.007703220827945,0.3454515612279264,0.01,0.006646140454035839
0.00023799999999999998,0.9929890019956658,0.33286043391518594,0.01,0.006651786682227698
0.00023899999999999998,0.988738118838467,0.3396730986685563,0.01,0.00665742340498489
0.00023999999999999998,1.0009573071096425,0.328680299903472,0.01,0.006663050638309831
0.00024099999999999998,0.9982152956860079,0.3281247822303732,0.01,0.006668668398177997
0.000242,1.0020262400099116,0.3407363613536846,0.01,0.006674276700537966
0.000243,0.9839425194167556,0.3335964406972513,0.01,0.006679875561311471
0.000244,1.0181223011627238,0.3357801612372116,0.01,0.006685464996393438
0.000245,0.9939734138545627,0.33802762225849764,0.01,0.006691045021652035
0.00024599999999999996,0.9846034069150359,0.33235489347377417,0.01,0.006696615652928715
0.000247,1.0061884218856716,0.34238180407770935,0.01,0.0067021769060382624
0.000248,0.9964519586989883,0.3447926606516521,0.01,0.006707728796768837
0.000249,1.003248584857729,0.3390265683652561,0.01,0.006713271340882021
0.00025,0.9966039156937496,0.3411260408369238,0.01,0.00671880455411286
0.000251,0.9994025963952008,0.32788734022247235,0.01,0.006724328452169909
0.000252,1.0024577284373863,0.3494725327200484,0.01,0.006729843050735279
0.00025299999999999997,0.992533471160171,0.3526381120170664,0.01,0.006735348365464681
0.000254,1.0067873959585956,0.3450554709341589,0.01,0.006740844411987468
0.00025499999999999996,0.9953009990092045,0.3433358633052149,0.01,0.00674633120590668
0.000256,0.9913031285582953,0.3517072854315893,0.01,0.006751808762799093
0.000257,1.000770324218225,0.3650338914534608,0.01,0.006757277098215256
0.000258,1.0044504127849103,0.36052293943734093,0.01,0.00676273622767954
0.000259,0.9977092065838136,0.35686150786924614,0.01,0.006768186166690181
0.00026,0.9913748021292044,0.35232202567562376,0.01,0.0067736269307193215
0.000261,1.0061978556630864,0.35728129299588507,0.01,0.00677905853521306
0.00026199999999999997,0.9823967120787722,0.36304396560858154,0.01,0.006784480995591489
0.000263,0.9896913586396446,0.3740574105959362,0.01,0.006789894327248742
0.00026399999999999997,1.000395228905334,0.3597012953847732,0.01,0.006795298545553037
0.000265,0.9863894060169494,0.37092258675963924,0.01,0.006800693665846719
0.000266,1.0002799426424918,0.3644590452867109,0.01,0.006806079703446303
0.000267,0.9994513688198153,0.3670812055886058,0.01,0.0068114566736425216
0.000268,1.0089873978885817,0.35779889616221383,0.01,0.006816824591700363
0.000269,0.9908520964818671,0.3554959665253565,0.01,0.006822183472859116
0.00027,0.9937409347635836,0.368411143567157,0.01,0.006827533332332417
0.000271,1.00333181684701,0.36144766751933705,0.01,0.006832874185308288
0.000272,0.975424364097942,0.366337986352865,0.01,0.006838206046949184
0.00027299999999999997,1.0310004229891458,0.3635166782086314,0.01,0.00684352893239203
0.000274,0.9930134926953823,0.38026776190477357,0.01,0.006848842856748272
0.00027499999999999996,0.9927016494727444,0.3711595987815869,0.01,0.0068541478351039145
0.000276,1.008611275109037,0.3622101394094989,0.01,0.006859443882519564
0.000277,0.9996016815856431,0.3679546971652275,0.01,0.006864731014030474
0.000278,0.9822057138129641,0.3835576290422141,0.01,0.006870009244646584
0.000279,1.006269273800926,0.3732316039540797,0.01,0.006875278589352566
0.00028,1.008553778339992,0.37874773903986103,0.01,0.006880539063107865
0.000281,0.9955005372652406,0.36874341441508857,0.01,0.00688579068084674
0.00028199999999999997,0.9971839964170798,0.37965311305185606,0.01,0.006891033457478312
0.000283,1.004859845972594,0.3755289805141939,0.01,0.006896267407886597
0.00028399999999999996,0.9909121975008555,0.38192281292790514,0.01,0.0069014925469305585
0.000285,1.004383885642069,0.3737030299312782,0.01,0.0069067088894441435
0.000286,1.001992985104445,0.38310167079485186,0.01,0.0069119164502363245
0.000287,0.9932506738422409,0.38711303836968225,0.01,0.006917115244091146
0.000288,0.9860789812618815,0.3765805472770383,0.01,0.00692230528576776
0.000289,0.9977439416923891,0.39155927604188034,0.01,0.006927486590000474
0.00029,0.9912457774173983,0.3838678877522026,0.01,0.00693265917149879
0.00029099999999999997,1.0100141022568017,0.3890810205036717,0.01,0.006937823044947444
0.000292,1.0014408536849992,0.37907123726602776,0.01,0.006942978225006455
0.00029299999999999997,1.007820845225599,0.37951494177893313,0.01,0.006948124726311158
0.000294,1.0013462193534446,0.3889007199019037,0.01,0.00695326256347225
0.00029499999999999996,1.0026290111708502,0.39853348485291507,0.01,0.006958391751075832
0.000296,0.9921700108276962,0.3854665028377715,0.01,0.006963512303683448
0.000297,1.0066804742657214,0.39628945476247823,0.01,0.0069686242358321295
0.000298,1.0178469827430703,0.38561660437893014,0.01,0.006973727562034432
0.000299,0.9969031244448245,0.38181104060180654,0.01,0.006978822296778481
0.0003,0.9940722547228585,0.40160845665317807,0.01,0.006983908454528013
0.000301,0.9984216329780965,0.4021063416680033,0.01,0.006988986049722409
0.00030199999999999997,0.9951871971639887,0.4004814718309035,0.01,0.006994055096776749
0.000303,0.9929852070134646,0.3991475582066574,0.01,0.0069991156100818385
0.00030399999999999996,1.0013819364396817,0.4063150697435893,0.01,0.00700416760400426
0.000305,0.997090824669499,0.4012680836901837,0.01,0.007009211092886407
0.000306,1.0143887359384265,0.39943501470986237,0.01,0.0070142460910465314
0.000307,1.0000020164295513,0.3988855830985649,0.01,0.007019272612778776
0.000308,1.0032391197763142,0.3879837947893438,0.01,0.0070242906723532225
0.000309,1.009520218679998,0.4043755093296108,0.01,0.007029300284015928
0.00031,0.9969924414749546,0.4103571931023871,0.01,0.007034301461988964
0.00031099999999999997,1.0143673654008893,0.3984759745109757,0.01,0.0070392942204704646
0.000312,0.9936730578747989,0.4117075893692847,0.01,0.007044278573634655
0.00031299999999999996,0.9919167229811388,0.41880853965759185,0.01,0.007049254535631903
0.000314,0.9963373298114975,0.4085978090014231,0.01,0.007054222120588751
0.00031499999999999996,0.9988528260803287,0.41078188940488425,0.01,0.007059181342607962
0.000316,0.9859868179990094,0.42102172322866066,0.01,0.007064132215768555
0.000317,0.9996490521587116,0.425122260990673,0.01,0.007069074754125847
0.000318,0.9833251340956057,0.41494046482368224,0.01,0.007074008971711492
0.000319,1.013921384005455,0.4088517322273524,0.01,0.007078934882533527
0.00031999999999999997,0.999190030485923,0.41495343487573594,0.01,0.0070838525005764
0.000321,0.9935804227530403,0.4190108793655531,0.01,0.0070887618398010185
0.00032199999999999997,0.9909166188171643,0.42461106839421053,0.01,0.007093662914144788
0.000323,0.996155695257918,0.4298675673215556,0.01,0.007098555737521648
0.00032399999999999996,0.9977692053156957,0.41814314915627165,0.01,0.007103440323822117
0.000325,0.9895548903438864,0.42296034923439835,0.01,0.007108316686913325
0.000326,0.9908020490617716,0.4251293300908188,0.01,0.00711318484063906
0.000327,0.9981282499493846,0.43122597213646274,0.01,0.007118044798819802
0.000328,0.9947921625220436,0.408743130846675,0.01,0.007122896575252766
0.000329,1.0093921310367833,0.4251443559353401,0.01,0.007127740183711936
0.00033,1.0113787037424553,0.4240881572639924,0.01,0.007132575637948111
0.00033099999999999997,1.000160212035999,0.4340564314553174,0.01,0.007137402951688939
0.000332,1.0047359957205453,0.4234004629993509,0.01,0.007142222138638957
0.00033299999999999996,0.9866481162637488,0.4325284047211877,0.01,0.0071470332124796325
0.000334,1.0063741770943262,0.44031187579874353,0.01,0.0071518361868693975
0.000335,0.9996941653048673,0.4255405003160727,0.01,0.007156631075443691
0.000336,1.0048466831595084,0.42375061045052514,0.01,0.007161417891814998
0.000337,1.0160035613159366,0.4247016994707501,0.01,0.007166196649572885
0.000338,0.9771914224365563,0.43324330443660686,0.01,0.007170967362284042
0.000339,1.0026094817905342,0.425887544524018,0.01,0.007175730043492317
0.00033999999999999997,0.9890088093683214,0.4407315016277262,0.01,0.007180484706718761
0.000341,1.005921966914045,0.43502065902976506,0.01,0.0071852313654616595
0.00034199999999999996,0.9868668656257154,0.44000716869902745,0.01,0.007189970033196572
0.000343,0.99504600432996,0.43813875894777105,0.01,0.007194700723376375
0.00034399999999999996,1.0020273375576036,0.4505309873238435,0.01,0.007199423449431298
0.000345,1.0061350938643536,0.4484775891303646,0.01,0.007204138224768954
0.000346,1.0007479408933657,0.42762327429392477,0.01,0.0072088450627743935
0.000347,0.9920716906101219,0.45071199125906175,0.01,0.007213543976810127
0.000348,0.9944646778228459,0.44503249855346,0.01,0.007218234980216171
0.00034899999999999997,1.0088450289124937,0.4402797999764956,0.01,0.007222918086310082
0.00035,0.9999450038431346,0.45124097795544094,0.01,0.007227593308387002
0.00035099999999999997,0.9831618560315895,0.4511661362396061,0.01,0.007232260659719683
0.000352,1.008436627082697,0.4502634473188287,0.01,0.007236920153558538
0.00035299999999999996,1.0041624847971347,0.4474959874271646,0.01,0.007241571803131673
0.000354,1.0087341554525195,0.44844260227382604,0.01,0.007246215621644918
0.000355,0.9966337253362332,0.4476046098875473,0.01,0.00725085162228188
0.000356,1.008281565184266,0.45811004232154373,0.01,0.007255479818203964
0.000357,0.9893893507999832,0.4429970078321432,0.01,0.007260100222550422
0.000358,1.0056999981086545,0.4660354269118984,0.01,0.007264712848438384
0.000359,0.9950961969037194,0.4648466713507902,0.01,0.007269317708962899
0.00035999999999999997,1.0067435170492014,0.45280283116051045,0.01,0.0072739148171969675
0.000361,1.010056441164164,0.45546248478742374,0.01,0.0072785041861915855
0.00036199999999999996,0.9926400984799147,0.4590333484590005,0.01,0.007283085828975775
0.000363,0.9994877052050125,0.462410622836625,0.01,0.007287659758556623
0.00036399999999999996,1.00038954626456,0.4597241841195911,0.01,0.007292225987919322
0.000365,1.0118966481784062,0.4552185946684754,0.01,0.0072967845300272016
0.000366,1.0071055809136977,0.4526208531150855,0.01,0.007301335397821769
0.000367,0.9878072245598954,0.45791621967024154,0.01,0.007305878604222742
